staining,sample_id,level,laterality,sex,nerve_diameter_um,n_fascicles,fascicle_index,fascicle_diameter_um
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,14,148.14
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,15,155.6
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,16,123.59
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,17,103.82
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,18,41.16
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,19,78.56
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,20,109.47
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,21,68.7
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,22,104.29
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,23,119.16
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,24,123.29
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,25,94.53
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,26,60.66
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,27,48.63
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,28,179.58
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,29,107.66
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,30,104.54
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,31,106.47
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,32,101.99
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,33,81.88
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,34,62.71
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,35,82.99
IF_antifibronectin,P5-3,subdiaphragmatic,anterior,F,1770.1,36,36,114.99
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,1,143.63
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,2,97.83
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,3,67.97
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,4,170.89
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,5,153.48
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,6,48.22
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,7,149.76
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,8,131.05
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,9,60.58
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,10,156.57
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,11,165.7
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,12,192.59
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,13,90.59
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,14,143.76
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,15,101.66
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,16,45.57
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,17,158.14
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,18,115.18
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,19,95.1
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,20,148.01
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,21,164.95
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,22,171.36
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,23,76.72
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,24,143.52
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,25,52.45
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,26,183.08
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,27,164.43
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,28,124.32
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,29,156.37
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,30,125.26
IF_antifibronectin,P8-1,subdiaphragmatic,anterior,F,1765.6,31,31,45.66
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,1,109.88
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,2,129.88
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,3,71.84
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,4,113.2
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,5,107.21
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,6,207.26
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,7,140.13
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,8,209.02
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,9,129.58
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,10,159.33
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,11,60.31
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,12,161.2
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,13,80.86
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,14,106.74
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,15,137.22
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,16,153.58
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,17,142.53
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,18,138.72
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,19,98.51
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,20,143.88
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,21,186.5
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,22,166.59
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,23,94.83
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,24,101.21
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,25,125.24
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,26,101.92
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,27,96.24
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,28,203.89
IF_antifibronectin,P10-1,subdiaphragmatic,anterior,F,1731.9,29,29,158.72
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,1,119.32
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,2,151.46
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,3,87.34
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,4,120.04
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,5,129.29
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,6,43.22
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,7,84.58
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,8,96.11
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,9,132.95
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,10,128.89
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,11,81.97
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,12,128.45
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,13,134.16
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,14,53.56
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,15,151.65
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,16,103.4
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,17,103.79
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,18,126.33
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,19,74.15
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,20,71.51
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,21,112.81
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,22,70.11
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,23,44.6
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,24,97.87
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,25,39.55
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,26,117.43
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,27,60.62
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,28,39.68
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,29,125.43
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,30,160.69
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,31,79.78
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,32,53.45
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,33,102.38
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,34,125.43
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,35,109.05
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,36,57.25
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,37,82.74
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,38,90.38
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,39,165.31
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,40,103.63
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,41,107.6
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,42,68.82
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,43,138.3
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,44,80.02
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,45,103.24
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,46,87.16
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,47,122.61
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,48,73.97
IF_antifibronectin,P14-3,subdiaphragmatic,anterior,F,1674.8,49,49,107.0
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,1,58.87
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,2,47.92
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,3,144.29
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,4,165.22
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,5,141.89
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,6,155.49
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,7,180.03
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,8,122.72
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,9,121.36
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,10,130.23
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,11,141.72
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,12,146.75
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,13,109.87
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,14,81.18
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,15,125.05
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,16,77.33
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,17,144.65
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,18,149.43
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,19,169.72
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,20,130.75
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,21,167.94
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,22,82.72
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,23,117.76
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,24,127.22
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,25,207.47
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,26,138.99
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,27,130.38
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,28,99.85
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,29,218.16
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,30,71.17
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,31,171.19
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,32,151.71
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,33,158.38
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,34,176.67
IF_antifibronectin,P15-3,subdiaphragmatic,anterior,F,1614.8,35,35,84.79
